CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
OMOP2309892	Alchemilla Vulgaris / Amanita muscaria extract / Anamirta cocculus whole extract / Black Cohosh Extract / Blatta orientalis preparation / CRATAEGUS LAEVIGATA FRUIT / Gelsemium Sempervirens Preparation / Genista tinctoria extract / ... Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2310324	Reserpine Oral Tablet [Rau Fridetten]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2311390	Doxazosin Oral Tablet [Doxagamma]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2311760	Convallaria majalis extract / CRATAEGUS LAEVIGATA FRUIT / Lobelia inflata preparation / Selenicereus grandiflorus stem extract / Spigelia marilandica preparation / VERATRUM ALBUM Preparation Oral Solution [Wibophorin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2311992	Berberis vulgaris whole extract / Citrullus colocynthis fruit extract / VERATRUM ALBUM Preparation Oral Solution [Berberis Homaccord]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2312027	Bendroflumethiazide / Hydralazine / Propranolol Oral Capsule [Pertenso]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2312345	Adonis vernalis extract / Convallaria majalis extract / Drimia maritima bulb extract / Nerium oleander leaf extract / Rauwolfia preparation Oral Tablet [Raufuncton]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2312527	VERATRUM ALBUM Preparation 12 X Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2312612	urapidil 30 MG Extended Release Oral Capsule Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2313199	Reserpine 1 MG/ML Injectable Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2313339	Prazosin 1 MG Oral Capsule Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2313342	Prazosin 2 MG Oral Capsule Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2313343	Prazosin 4 MG Extended Release Oral Capsule Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2314828	Guanfacine 1 MG Oral Tablet Box of 1000	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2315835	CRATAEGUS LAEVIGATA FRUIT 20 MG / Rauwolfia preparation 1 MG Oral Capsule	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2315850	CRATAEGUS LAEVIGATA FRUIT 4.2 MG / etofylline 8 MG / european olive pollen extract 6.4 MG / Juniperus communis whole extract 3.1 MG / Rauwolfia preparation 0.6 MG / Rutin 18 MG / Valeriana officinalis whole extract 2.1 MG / ... Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2316006	Clonidine 0.15 MG / cyclothiazide 2.5 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2316397	Camphor 0.2 MG/ML / hypophysis extract 0.00002 MG/ML / Prunus spinosa fruit extract 0.002 MG/ML / VERATRUM ALBUM Preparation 0.2 MG/ML Injectable Solution Box of 10	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2316770	Benzclortiazide 5 MG / rescinnamine 0.3 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2317020	Arnica extract 3 MG / CRATAEGUS LAEVIGATA FRUIT 65 MG / Drimia maritima bulb extract 25 MG / Hesperidin 7.5 MG / Khellin 0.75 MG / Leonurus cardiaca extract 22 MG / Rauwolfia preparation 2.5 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2317292	Allium sativum whole extract 1 MG / CRATAEGUS LAEVIGATA FRUIT 6 MG / Rauwolfia preparation 7.5 MG / Rutin 10 MG / Viscum album preparation 30 MG Oral Capsule	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2317375	Aesculus hippocastanum bark extract 15 MG / Ammi visnaga fruit extract 10 MG / Convallaria majalis extract 10 MG / CRATAEGUS LAEVIGATA FRUIT 23 MG / Cytisus scoparius flower extract 1.1 MG / Rauwolfia preparation 1.1 MG / Rutin 3 MG / ... Oral Capsule	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2318171	urapidil 30 MG Extended Release Oral Capsule [Ebrantil] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2319754	Reserpine 1 MG Oral Tablet [Sedaraupin] Box of 250	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2319768	Rauwolfia preparation 0.015 MG / Selenicereus grandiflorus stem extract 1 MG Oral Tablet [Rauwolsan] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2320194	Prazosin 1 MG Oral Tablet [Prazosin Heumann] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2320306	Polythiazide 0.5 MG / Prazosin 1 MG Oral Tablet [Polypress]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2320307	Polythiazide 0.25 MG / Prazosin 0.5 MG Oral Tablet [Polypress] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321086	Orphenadrine 50 MG / Reserpine 1 MG Oral Tablet [Phasein]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321087	Orphenadrine 10 MG / Reserpine 0.2 MG Oral Tablet [Phasein]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321833	moxonidine 0.4 MG Delayed Release Oral Tablet [Moxonidin Heumann] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321834	moxonidine 0.4 MG Delayed Release Oral Tablet [Moxonidin 1a Pharma] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321839	moxonidine 0.2 MG Delayed Release Oral Tablet [Moxodura] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321842	moxonidine 0.2 MG Oral Tablet [Moxonidin Heumann] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321844	moxonidine 0.2 MG Oral Tablet [Moxocard] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321848	moxonidine 0.3 MG Oral Tablet [Moxodura] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2321849	moxonidine 0.3 MG Oral Tablet [Moxocard]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2322290	Methyldopa 250 MG Oral Tablet [Presinol] Box of 400	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2322295	Methyldopa 250 MG Oral Tablet [Methyldopa Stada] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2322296	Methyldopa 500 MG Oral Tablet [Sembrina] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2322533	Mefruside 7.5 MG / Reserpine 0.075 MG Oral Capsule [Bendigon] Box of 70	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2324152	Hydrochlorothiazide 10 MG / Potassium 250 MG / Rauwolfia preparation 1 MG / rescinnamine 0.19 MG / Reserpine 0.025 MG / Vitamin A 15000 UNT / Vitamin E 5 MG Oral Tablet [Regulaserp] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2324736	Furosemide 60 MG / Reserpine 0.4 MG Oral Capsule [Nortensin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2325825	Doxazosin 8 MG Oral Tablet [Doxazosin Aurobindo] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2325828	Doxazosin 4 MG Oral Tablet [Doxazosin Sandoz] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2325831	Doxazosin 4 MG Oral Tablet [Doxacin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2325834	Doxazosin 4 MG Oral Tablet [Doxazosin Tad] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2325836	Doxazosin 4 MG Oral Tablet [Doxazosin Heumann] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2325839	Doxazosin 4 MG Oral Tablet [Doxazosin Aurobindo]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2325844	Doxazosin 1 MG Oral Tablet [Doxazosin Basf]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2326109	Dihydralazine 10 MG / Hydrochlorothiazide 10 MG / Reserpine 0.1 MG Oral Tablet [Adelphan] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2326114	Dihydralazine 25 MG Oral Tablet [NEPRESSOL]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2326928	Clopamide 5 MG / Dihydroergocristine 0.6 MG / Reserpine 0.1 MG Oral Tablet [Briserin] Box of 600	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2326932	Clonidine 0.3 MG Oral Tablet [Clonidin Ratiopharm] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2326938	Clonidine 0.15 MG Oral Tablet [Catapresan] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2327300	Chlorthalidone 50 MG / Reserpine 0.25 MG Oral Tablet [Darebon] Box of 2000	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2327302	Chlorthalidone 50 MG / Reserpine 0.25 MG Oral Tablet [Darebon] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2328848	Atenolol 50 MG / Chlorthalidone 12.5 MG / Hydralazine 25 MG Oral Tablet [Tri Normin] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2328972	Arnica extract 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gelsemium Sempervirens Preparation 0.1 MG/ML / Ginseng Preparation 25 MG/ML / Rauwolfia preparation 200 MG/ML Oral Solution [Crataeserpin] Box of 1	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2328974	Arnica extract 0.15 MG/ML / beef heart preparation 0.00025 MG/ML / Cinnamomum camphora leaf extract 0.075 MG/ML / CRATAEGUS LAEVIGATA FRUIT 85 MG/ML / Gold 0.0025 MG/ML / kalmia latifolia leaf 0.25 MG/ML / ... Oral Solution [Myonasan] Box of 1	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2329060	Anacardium occidentale fruit extract 0.01 MG/ML / Arsenic 0.00001 MG/ML / Atropa belladonna fruiting top extract 0.00001 MG/ML / Ceanothus americanus whole extract 0.001 MG/ML / ... Oral Solution [Magen Darm Ga]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2329453	Aloe Extract 0.11 MG/ML / Cinchona bark extract 1.7 MG/ML / Garcinia cambogia preparation 0.00013 MG/ML / Leptinotarsa Decemlineata 0.1 MG/ML / Rheum officinale whole extract 0.11 MG/ML / ... Oral Solution [Uzara]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2329588	ajmalicine 0.7 MG / buthiazide 3.3 MG / rescinnamine 0.07 MG / Reserpine 0.07 MG Oral Tablet [Modenol] Box of 250	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2331152	riociguat 1.5 MG Oral Tablet [Adempas] Box of 84 by Bayer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2331459	Prazosin 5 MG Oral Tablet [Duramipress] Box of 50 by Mylan	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2331460	Prazosin 5 MG Oral Tablet Box of 20 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2332444	moxonidine 0.2 MG Oral Tablet Box of 50 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2332446	moxonidine 0.3 MG Oral Tablet [Moxonidin Al] Box of 50 by Aliud	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2333804	Hydralazine 25 MG / Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Oral Tablet [Triloc] Box of 100 by Beragena	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2333829	Guanfacine 1 MG Oral Tablet [Estulic] Box of 50 by Novartis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2334612	Doxazosin 8 MG Oral Tablet [Doxa Puren] Box of 50 by Puren	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2334616	Doxazosin 4 MG Extended Release Oral Tablet Box of 50 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2334621	Doxazosin 1 MG Oral Tablet [Doxazosin Ratiopharm] Box of 20 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2335088	Clonidine 0.15 MG Oral Tablet [Catapresan] Box of 20 by Opti	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2335743	bosentan 125 MG Oral Tablet [Tracleer] Box of 56 by Cc	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2336285	ambrisentan 10 MG Oral Tablet [Volibris] Box of 30 by Orifarm Leverkus	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2338085	urapidil 30 MG [Alpha Depressan]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2338480	Prazosin 5 MG [Prazosin Heumann]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2338879	Methyldopa 250 MG [Methyldopa Stada]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2338920	Mefruside 15 MG / Reserpine 0.15 MG [Bendigon]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2339241	Hydrochlorothiazide 25 MG / Reserpine 0.125 MG / Triamterene 50 MG [Calmoserpin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2339656	Doxazosin 8 MG [Jutalar]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2339657	Doxazosin 8 MG [Doxazosin Sandoz]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2339659	Doxazosin 4 MG [Doxazoflo]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2339663	Doxazosin 2 MG [Doxazosin Basf]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2339909	Clonidine 0.075 MG [Clonidin Awd]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2340436	Arnica extract 0.005 MG / CRATAEGUS LAEVIGATA FRUIT 10 MG / Gelsemium Sempervirens Preparation 0.08 MG / Ginseng Preparation 0.3 MG / Rauwolfia preparation 2.5 MG [Crataeserpin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2340440	Arnica extract 0.085 MG/ML / Atropa belladonna fruiting top extract 0.005 MG/ML / Cinchona bark extract 6.5 MG/ML / Daphne mezereum whole extract 0.00165 MG/ML / Gold 0.00165 MG/ML / Melissa officinalis extract 0.165 MG/ML / ... [Pasconal]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2340761	Rauwolfia preparation Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2341358	Asarum europaeum extract / Atropa belladonna fruiting top extract / Capsella bursa-pastoris extract / Copper Gluconate / Datura stramonium extract / Delphinium Staphisagria Preparation / Dioscorea villosa tuber extract / ... Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2341899	Reserpine / Xipamide Oral Tablet [Durotan]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2341900	Reserpine Oral Tablet [Reserpin Hameln]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2342695	Guanfacine Oral Tablet [Intuniv]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2343236	Clonidine Oral Tablet [Haemiton]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2343706	Arnica extract / Camphor / CRATAEGUS LAEVIGATA FRUIT / Drimia maritima bulb extract / Selenicereus grandiflorus stem extract / Strophanthus kombe whole extract / VERATRUM ALBUM Preparation Oral Solution [Corvipas]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2343915	Aconitum napellus extract / Amanita muscaria extract / arsenate / Caffeine / Charcoal / Cypripedium parvifolum root extract / Ferula assa-foetida root extract / Ferula sumbul root extract / Ginseng Preparation / ... Oral Solution [Retroplex]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2344758	Reserpine 0.2 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2344891	Prazosin 2 MG Extended Release Oral Capsule Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2344892	Prazosin 2 MG Oral Tablet Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2345459	moxonidine 0.4 MG Delayed Release Oral Tablet Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2345582	Methyldopa 250 MG Oral Tablet Box of 400	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2346185	Hydrochlorothiazide 25 MG / Reserpine 0.125 MG / Triamterene 50 MG Oral Tablet Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2346186	Hydrochlorothiazide 10 MG / Reserpine 0.25 MG Oral Tablet Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2346325	Guanfacine 1 MG Oral Tablet Box of 30	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2346459	Furosemide 60 MG / Reserpine 0.4 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2346460	Furosemide 60 MG / Reserpine 0.4 MG Oral Capsule Box of 300	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2346926	Doxazosin 4 MG Extended Release Oral Tablet Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2347290	CRATAEGUS LAEVIGATA FRUIT 50 MG / Reserpine 0.25 MG Oral Tablet Box of 1000	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2347292	CRATAEGUS LAEVIGATA FRUIT 30 MG/ML / Rauwolfia preparation 20 MG/ML / Viscum album preparation 20 MG/ML Injectable Solution Box of 5	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2347379	Caffeine 0.000143 MG/ML / Gelsemium Sempervirens Preparation 0.000143 MG/ML / Matricaria chamomilla flowering top oil 0.000143 MG/ML / Passiflora incarnata extract 0.0143 MG/ML / Reserpine 0.00000143 MG/ML / ... Injectable Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2347466	Clopamide 5 MG / Dihydroergocristine 0.6 MG / Reserpine 0.1 MG Oral Tablet Box of 540	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2348011	Caffeine 20 MG/ML / CRATAEGUS LAEVIGATA FRUIT 196 MG/ML / Humulus lupulus whole extract 192 MG/ML / Niacinamide 5 MG/ML / Potentilla anserina whole extract 50 MG/ML / Rauwolfia preparation 1.2 MG/ML / ... Oral Solution Box of 10	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2348272	Benzclortiazide 5 MG / diisopropylamine 30 MG / rescinnamine 0.3 MG Oral Tablet Box of 25	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2348296	Bendroflumethiazide 2.5 MG / Hydralazine 25 MG / Propranolol 60 MG Oral Capsule Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2348307	Bupranolol 20 MG / dehydrosanol 10 MG / Dihydralazine 25 MG / Triamterene 20 MG Oral Tablet Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2351287	Reserpine 0.1 MG / Xipamide 4 MG Oral Tablet [Durotan] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2351750	Prazosin 1 MG Oral Tablet [Eurex] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2351751	Prazosin 2 MG Oral Capsule [Minipress] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2351752	Prazosin 2 MG Oral Capsule [Duramipress] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353321	moxonidine 0.4 MG Delayed Release Oral Tablet [Moxonidin Heumann]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353325	moxonidine 0.4 MG Oral Tablet [Moxonidin Actavis] Box of 98	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353327	moxonidine 0.2 MG Oral Tablet [Moxonidin Stada] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353332	moxonidine 0.2 MG Delayed Release Oral Tablet [Moxonidin Al] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353336	moxonidine 0.2 MG Oral Tablet [Moxonidin Isis] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353337	moxonidine 0.2 MG Oral Tablet [Cynt] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353339	moxonidine 0.3 MG Oral Tablet [Moxonidin Heumann] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353341	moxonidine 0.3 MG Oral Tablet [Moxonidin Ct] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353342	moxonidine 0.3 MG Oral Tablet [Moxonidin Al] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353604	Minoxidil 10 MG Oral Tablet [Lonolox] Box of 300	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353847	Methyldopa 250 MG Extended Release Oral Tablet [Sembrina] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2353853	Methyldopa 500 MG Oral Tablet [Sembrina] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2354101	Mefruside 10 MG / Methyldopa 125 MG / Reserpine 0.1 MG Oral Tablet [Caprinol] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2355607	Hydrochlorothiazide 25 MG / Reserpine 0.125 MG / Triamterene 50 MG Oral Tablet [Resex] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2355851	Guanfacine 2 MG Oral Tablet [Estulic] Box of 1000	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
